OID_,hhpkm,nvpkm,areakm,hhn,nvn,hvn,grid,Shape_Length,Shape_Area,row,col
242,251.000000000000000,57.500000000000000,2.560000000000000,643,147,496,280,6400.000000000000000,2560000.000000000000000,25,
243,136.500000000000000,58.500000000000000,2.560000000000000,349,150,199,281,6400.000000000000000,2560000.000000000000000,25,
244,75.000000000000000,6.000000000000000,2.560000000000000,192,15,177,282,6400.000000000000000,2560000.000000000000000,25,
245,75.000000000000000,6.000000000000000,2.560000000000000,192,15,177,283,6400.000000000000000,2560000.000000000000000,25,
246,75.000000000000000,6.000000000000000,2.560000000000000,192,15,177,284,6400.000000000000000,2560000.000000000000000,25,
247,149.250000000000000,17.250000000000000,2.560000000000000,382,44,338,285,6400.000000000000000,2560000.000000000000000,25,
248,752.750000000000000,74.500000000000000,2.560000000000000,1927,191,1736,286,6400.000000000000000,2560000.000000000000000,25,
249,595.000000000000000,58.000000000000000,2.560000000000000,1523,148,1375,287,6400.000000000000000,2560000.000000000000000,25,
250,302.000000000000000,24.000000000000000,2.560000000000000,773,61,712,288,6400.000000000000000,2560000.000000000000000,25,
251,571.000000000000000,9.500000000000000,2.560000000000000,1462,24,1438,293,6400.000000000000000,2560000.000000000000000,25,
252,637.666666666666742,14.000000000000000,2.560000000000000,1632,36,1596,294,6400.000000000000000,2560000.000000000000000,25,
253,251.000000000000000,4.000000000000000,2.560000000000000,643,10,633,295,6400.000000000000000,2560000.000000000000000,25,
254,210.000000000000000,24.000000000000000,2.560000000000000,538,61,477,296,6400.000000000000000,2560000.000000000000000,25,
255,210.000000000000000,24.000000000000000,2.560000000000000,538,61,477,297,6400.000000000000000,2560000.000000000000000,25,
256,210.000000000000000,24.000000000000000,2.560000000000000,538,61,477,298,6400.000000000000000,2560000.000000000000000,25,
257,116.000000000000000,0.000000000000000,2.560000000000000,297,0,297,299,6400.000000000000000,2560000.000000000000000,25,
258,67.000000000000000,0.000000000000000,2.560000000000000,172,0,172,300,6400.000000000000000,2560000.000000000000000,25,
259,18.000000000000000,0.000000000000000,2.560000000000000,46,0,46,301,6400.000000000000000,2560000.000000000000000,25,
260,18.000000000000000,0.000000000000000,2.560000000000000,46,0,46,302,6400.000000000000000,2560000.000000000000000,25,
261,89.500000000000000,6.500000000000000,2.560000000000000,229,17,212,303,6400.000000000000000,2560000.000000000000000,25,
262,354.000000000000000,49.000000000000000,2.560000000000000,906,125,781,304,6400.000000000000000,2560000.000000000000000,25,
263,547.000000000000000,85.000000000000000,2.560000000000000,1400,218,1182,305,6400.000000000000000,2560000.000000000000000,25,
264,427.000000000000000,28.500000000000000,2.560000000000000,1093,73,1020,306,6400.000000000000000,2560000.000000000000000,25,
265,425.000000000000000,122.500000000000000,2.560000000000000,1088,314,774,307,6400.000000000000000,2560000.000000000000000,25,
266,560.000000000000000,164.000000000000000,2.560000000000000,1434,420,1014,308,6400.000000000000000,2560000.000000000000000,25,
267,459.000000000000000,111.000000000000000,2.560000000000000,1175,284,891,309,6400.000000000000000,2560000.000000000000000,25,
268,230.000000000000000,113.000000000000000,2.560000000000000,589,289,300,310,6400.000000000000000,2560000.000000000000000,25,
269,75.000000000000000,6.000000000000000,2.560000000000000,192,15,177,311,6400.000000000000000,2560000.000000000000000,25,
270,75.000000000000000,6.000000000000000,2.560000000000000,192,15,177,312,6400.000000000000000,2560000.000000000000000,25,
271,75.000000000000000,6.000000000000000,2.560000000000000,192,15,177,313,6400.000000000000000,2560000.000000000000000,25,
272,75.000000000000000,6.000000000000000,2.560000000000000,192,15,177,314,6400.000000000000000,2560000.000000000000000,25,
273,385.000000000000000,19.000000000000000,2.560000000000000,986,49,937,315,6400.000000000000000,2560000.000000000000000,25,
274,385.000000000000000,19.000000000000000,2.560000000000000,986,49,937,316,6400.000000000000000,2560000.000000000000000,25,
275,302.000000000000000,24.000000000000000,2.560000000000000,773,61,712,317,6400.000000000000000,2560000.000000000000000,25,
276,311.000000000000000,0.000000000000000,2.560000000000000,796,0,796,322,6400.000000000000000,2560000.000000000000000,25,
277,311.000000000000000,0.000000000000000,2.560000000000000,796,0,796,323,6400.000000000000000,2560000.000000000000000,25,
278,251.000000000000000,4.000000000000000,2.560000000000000,643,10,633,324,6400.000000000000000,2560000.000000000000000,25,
279,230.500000000000000,14.000000000000000,2.560000000000000,590,36,554,325,6400.000000000000000,2560000.000000000000000,25,
280,210.000000000000000,24.000000000000000,2.560000000000000,538,61,477,326,6400.000000000000000,2560000.000000000000000,25,
281,210.000000000000000,24.000000000000000,2.560000000000000,538,61,477,327,6400.000000000000000,2560000.000000000000000,25,
282,665.000000000000000,14.000000000000000,2.560000000000000,1702,36,1666,328,6400.000000000000000,2560000.000000000000000,25,
283,591.500000000000000,23.000000000000000,2.560000000000000,1514,59,1455,329,6400.000000000000000,2560000.000000000000000,25,
284,411.500000000000000,20.000000000000000,2.560000000000000,1053,51,1002,330,6400.000000000000000,2560000.000000000000000,25,
285,18.000000000000000,0.000000000000000,2.560000000000000,46,0,46,331,6400.000000000000000,2560000.000000000000000,25,
286,585.500000000000000,56.500000000000000,2.560000000000000,1499,145,1354,332,6400.000000000000000,2560000.000000000000000,25,
287,961.000000000000000,88.000000000000000,2.560000000000000,2460,225,2235,333,6400.000000000000000,2560000.000000000000000,25,
288,769.000000000000000,63.000000000000000,2.560000000000000,1969,161,1808,334,6400.000000000000000,2560000.000000000000000,25,
289,189.000000000000000,24.000000000000000,2.560000000000000,484,61,423,335,6400.000000000000000,2560000.000000000000000,25,
290,1426.000000000000000,276.000000000000000,2.560000000000000,3651,707,2944,336,6400.000000000000000,2560000.000000000000000,25,
291,1609.000000000000000,313.500000000000000,2.560000000000000,4119,803,3316,337,6400.000000000000000,2560000.000000000000000,25,
292,1162.000000000000000,137.000000000000000,2.560000000000000,2975,351,2624,338,6400.000000000000000,2560000.000000000000000,25,
293,652.000000000000000,198.000000000000000,2.560000000000000,1669,507,1162,339,6400.000000000000000,2560000.000000000000000,25,
294,1331.000000000000000,136.000000000000000,2.560000000000000,3407,348,3059,340,6400.000000000000000,2560000.000000000000000,25,
295,984.000000000000000,69.000000000000000,2.560000000000000,2519,177,2342,341,6400.000000000000000,2560000.000000000000000,25,
296,604.000000000000000,24.000000000000000,2.560000000000000,1546,61,1485,342,6400.000000000000000,2560000.000000000000000,25,
297,618.500000000000000,46.500000000000000,2.560000000000000,1583,119,1464,343,6400.000000000000000,2560000.000000000000000,25,
298,759.000000000000000,78.000000000000000,2.560000000000000,1943,200,1743,344,6400.000000000000000,2560000.000000000000000,25,
299,1263.000000000000000,150.000000000000000,2.560000000000000,3233,384,2849,345,6400.000000000000000,2560000.000000000000000,25,
300,1232.000000000000000,80.000000000000000,2.560000000000000,3154,205,2949,346,6400.000000000000000,2560000.000000000000000,25,
301,610.250000000000000,37.500000000000000,2.560000000000000,1562,96,1466,351,6400.000000000000000,2560000.000000000000000,25,
302,485.000000000000000,30.000000000000000,2.560000000000000,1242,77,1165,352,6400.000000000000000,2560000.000000000000000,25,
303,601.000000000000000,3.000000000000000,2.560000000000000,1539,8,1531,353,6400.000000000000000,2560000.000000000000000,25,
304,508.000000000000000,23.500000000000000,2.560000000000000,1300,60,1240,354,6400.000000000000000,2560000.000000000000000,25,
305,832.250000000000000,21.000000000000000,2.560000000000000,2131,54,2077,355,6400.000000000000000,2560000.000000000000000,25,
306,1184.500000000000000,26.000000000000000,2.560000000000000,3032,67,2965,356,6400.000000000000000,2560000.000000000000000,25,
307,583.000000000000000,7.000000000000000,2.560000000000000,1492,18,1474,357,6400.000000000000000,2560000.000000000000000,25,
308,960.000000000000000,24.750000000000000,2.560000000000000,2458,63,2395,358,6400.000000000000000,2560000.000000000000000,25,
309,1117.250000000000000,38.000000000000000,2.560000000000000,2860,97,2763,359,6400.000000000000000,2560000.000000000000000,25,
310,1213.000000000000000,29.500000000000000,2.560000000000000,3105,76,3029,360,6400.000000000000000,2560000.000000000000000,25,
311,1485.500000000000000,221.750000000000000,2.560000000000000,3803,568,3235,361,6400.000000000000000,2560000.000000000000000,25,
312,672.500000000000000,53.000000000000000,2.560000000000000,1722,136,1586,362,6400.000000000000000,2560000.000000000000000,25,
313,406.000000000000000,19.000000000000000,2.560000000000000,1039,49,990,363,6400.000000000000000,2560000.000000000000000,25,
314,189.000000000000000,24.000000000000000,2.560000000000000,484,61,423,364,6400.000000000000000,2560000.000000000000000,25,
315,684.000000000000000,42.500000000000000,2.560000000000000,1751,109,1642,365,6400.000000000000000,2560000.000000000000000,25,
316,925.000000000000000,61.000000000000000,2.560000000000000,2368,156,2212,366,6400.000000000000000,2560000.000000000000000,25,
317,920.000000000000000,49.000000000000000,2.560000000000000,2355,125,2230,367,6400.000000000000000,2560000.000000000000000,25,
318,1045.500000000000000,98.500000000000000,2.560000000000000,2676,252,2424,368,6400.000000000000000,2560000.000000000000000,25,
319,1048.750000000000000,66.000000000000000,2.560000000000000,2685,169,2516,369,6400.000000000000000,2560000.000000000000000,25,
320,1083.000000000000000,254.000000000000000,2.560000000000000,2772,650,2122,370,6400.000000000000000,2560000.000000000000000,25,
321,966.000000000000000,23.000000000000000,2.560000000000000,2473,59,2414,371,6400.000000000000000,2560000.000000000000000,25,
322,1101.750000000000000,126.750000000000000,2.560000000000000,2820,324,2496,372,6400.000000000000000,2560000.000000000000000,25,
323,734.250000000000000,28.250000000000000,2.560000000000000,1880,72,1808,373,6400.000000000000000,2560000.000000000000000,25,
324,911.000000000000000,26.000000000000000,2.560000000000000,2332,67,2265,374,6400.000000000000000,2560000.000000000000000,25,
325,698.000000000000000,24.000000000000000,2.560000000000000,1787,61,1726,375,6400.000000000000000,2560000.000000000000000,25,
326,656.000000000000000,0.000000000000000,2.560000000000000,1679,0,1679,380,6400.000000000000000,2560000.000000000000000,25,
327,448.000000000000000,16.000000000000000,2.560000000000000,1147,41,1106,381,6400.000000000000000,2560000.000000000000000,25,
328,448.000000000000000,16.000000000000000,2.560000000000000,1147,41,1106,382,6400.000000000000000,2560000.000000000000000,25,
329,242.500000000000000,6.500000000000000,2.560000000000000,621,17,604,383,6400.000000000000000,2560000.000000000000000,25,
330,598.000000000000000,54.000000000000000,2.560000000000000,1531,138,1393,384,6400.000000000000000,2560000.000000000000000,25,
331,1032.000000000000000,0.000000000000000,2.560000000000000,2642,0,2642,385,6400.000000000000000,2560000.000000000000000,25,
332,956.500000000000000,16.000000000000000,2.560000000000000,2449,41,2408,386,6400.000000000000000,2560000.000000000000000,25,
333,1262.000000000000000,28.500000000000000,2.560000000000000,3231,73,3158,387,6400.000000000000000,2560000.000000000000000,25,
334,828.500000000000000,15.500000000000000,2.560000000000000,2121,40,2081,388,6400.000000000000000,2560000.000000000000000,25,
335,739.000000000000000,17.000000000000000,2.560000000000000,1892,44,1848,389,6400.000000000000000,2560000.000000000000000,25,
336,739.500000000000000,22.000000000000000,2.560000000000000,1893,56,1837,390,6400.000000000000000,2560000.000000000000000,25,
337,446.000000000000000,20.000000000000000,2.560000000000000,1142,51,1091,391,6400.000000000000000,2560000.000000000000000,25,
338,196.000000000000000,14.000000000000000,2.560000000000000,502,36,466,392,6400.000000000000000,2560000.000000000000000,25,
339,1344.000000000000000,265.000000000000000,2.560000000000000,3441,678,2763,393,6400.000000000000000,2560000.000000000000000,25,
340,1195.000000000000000,183.000000000000000,2.560000000000000,3059,468,2591,394,6400.000000000000000,2560000.000000000000000,25,
341,1213.000000000000000,101.000000000000000,2.560000000000000,3105,259,2846,395,6400.000000000000000,2560000.000000000000000,25,
342,840.000000000000000,65.000000000000000,2.560000000000000,2150,166,1984,396,6400.000000000000000,2560000.000000000000000,25,
343,989.000000000000000,64.000000000000000,2.560000000000000,2532,164,2368,397,6400.000000000000000,2560000.000000000000000,25,
344,1089.000000000000000,185.500000000000000,2.560000000000000,2788,475,2313,398,6400.000000000000000,2560000.000000000000000,25,
345,1423.000000000000000,156.000000000000000,2.560000000000000,3643,399,3244,399,6400.000000000000000,2560000.000000000000000,25,
346,752.000000000000000,28.000000000000000,2.560000000000000,1925,72,1853,400,6400.000000000000000,2560000.000000000000000,25,
347,592.000000000000000,62.000000000000000,2.560000000000000,1516,159,1357,401,6400.000000000000000,2560000.000000000000000,25,
348,1011.500000000000000,111.500000000000000,2.560000000000000,2589,285,2304,402,6400.000000000000000,2560000.000000000000000,25,
349,2652.000000000000000,91.000000000000000,2.560000000000000,6789,233,6556,403,6400.000000000000000,2560000.000000000000000,25,
350,1537.000000000000000,105.000000000000000,2.560000000000000,3935,269,3666,404,6400.000000000000000,2560000.000000000000000,25,
351,456.000000000000000,5.000000000000000,2.560000000000000,1167,13,1154,409,6400.000000000000000,2560000.000000000000000,25,
352,456.000000000000000,5.000000000000000,2.560000000000000,1167,13,1154,410,6400.000000000000000,2560000.000000000000000,25,
353,662.000000000000000,34.000000000000000,2.560000000000000,1695,87,1608,411,6400.000000000000000,2560000.000000000000000,25,
354,550.000000000000000,13.000000000000000,2.560000000000000,1408,33,1375,412,6400.000000000000000,2560000.000000000000000,25,
355,543.000000000000000,10.000000000000000,2.560000000000000,1390,26,1364,413,6400.000000000000000,2560000.000000000000000,25,
356,1218.000000000000000,18.000000000000000,2.560000000000000,3118,46,3072,414,6400.000000000000000,2560000.000000000000000,25,
357,981.500000000000000,60.000000000000000,2.560000000000000,2513,154,2359,415,6400.000000000000000,2560000.000000000000000,25,
358,904.250000000000000,34.000000000000000,2.560000000000000,2315,87,2228,416,6400.000000000000000,2560000.000000000000000,25,
359,764.500000000000000,89.500000000000000,2.560000000000000,1957,229,1728,417,6400.000000000000000,2560000.000000000000000,25,
360,943.000000000000000,147.000000000000000,2.560000000000000,2414,376,2038,418,6400.000000000000000,2560000.000000000000000,25,
361,528.000000000000000,90.000000000000000,2.560000000000000,1352,230,1122,419,6400.000000000000000,2560000.000000000000000,25,
362,860.500000000000000,178.750000000000000,2.560000000000000,2203,458,1745,420,6400.000000000000000,2560000.000000000000000,25,
363,1111.000000000000000,177.500000000000000,2.560000000000000,2844,454,2390,421,6400.000000000000000,2560000.000000000000000,25,
364,1856.500000000000000,309.500000000000000,2.560000000000000,4753,792,3961,422,6400.000000000000000,2560000.000000000000000,25,
365,1191.000000000000000,151.750000000000000,2.560000000000000,3049,388,2661,423,6400.000000000000000,2560000.000000000000000,25,
366,1400.500000000000000,133.750000000000000,2.560000000000000,3585,342,3243,424,6400.000000000000000,2560000.000000000000000,25,
367,1919.000000000000000,45.000000000000000,2.560000000000000,4913,115,4798,425,6400.000000000000000,2560000.000000000000000,25,
368,1252.500000000000000,30.000000000000000,2.560000000000000,3206,77,3129,426,6400.000000000000000,2560000.000000000000000,25,
369,1102.000000000000000,106.000000000000000,2.560000000000000,2821,271,2550,427,6400.000000000000000,2560000.000000000000000,25,
370,967.000000000000000,32.000000000000000,2.560000000000000,2476,82,2394,428,6400.000000000000000,2560000.000000000000000,25,
371,875.500000000000000,37.000000000000000,2.560000000000000,2241,95,2146,429,6400.000000000000000,2560000.000000000000000,25,
372,238.000000000000000,17.000000000000000,2.560000000000000,609,44,565,430,6400.000000000000000,2560000.000000000000000,25,
373,720.500000000000000,33.000000000000000,2.560000000000000,1844,84,1760,431,6400.000000000000000,2560000.000000000000000,25,
374,916.500000000000000,31.000000000000000,2.560000000000000,2346,79,2267,432,6400.000000000000000,2560000.000000000000000,25,
375,1776.250000000000000,130.000000000000000,2.560000000000000,4547,333,4214,433,6400.000000000000000,2560000.000000000000000,25,
376,159.000000000000000,3.000000000000000,2.560000000000000,407,8,399,438,6400.000000000000000,2560000.000000000000000,25,
377,159.000000000000000,3.000000000000000,2.560000000000000,407,8,399,439,6400.000000000000000,2560000.000000000000000,25,
378,103.000000000000000,8.000000000000000,2.560000000000000,264,20,244,440,6400.000000000000000,2560000.000000000000000,25,
379,386.500000000000000,27.000000000000000,2.560000000000000,989,69,920,441,6400.000000000000000,2560000.000000000000000,25,
380,103.000000000000000,8.000000000000000,2.560000000000000,264,20,244,442,6400.000000000000000,2560000.000000000000000,25,
381,103.000000000000000,8.000000000000000,2.560000000000000,264,20,244,443,6400.000000000000000,2560000.000000000000000,25,
382,567.000000000000000,1.000000000000000,2.560000000000000,1452,3,1449,444,6400.000000000000000,2560000.000000000000000,25,
383,1316.000000000000000,187.000000000000000,2.560000000000000,3369,479,2890,445,6400.000000000000000,2560000.000000000000000,25,
384,1007.000000000000000,204.500000000000000,2.560000000000000,2578,524,2054,446,6400.000000000000000,2560000.000000000000000,25,
385,414.000000000000000,61.000000000000000,2.560000000000000,1060,156,904,447,6400.000000000000000,2560000.000000000000000,25,
386,828.500000000000000,62.000000000000000,2.560000000000000,2121,159,1962,448,6400.000000000000000,2560000.000000000000000,25,
387,1061.000000000000000,31.000000000000000,2.560000000000000,2716,79,2637,449,6400.000000000000000,2560000.000000000000000,25,
388,1078.000000000000000,28.000000000000000,2.560000000000000,2760,72,2688,450,6400.000000000000000,2560000.000000000000000,25,
389,877.000000000000000,56.000000000000000,2.560000000000000,2245,143,2102,451,6400.000000000000000,2560000.000000000000000,25,
390,722.000000000000000,81.000000000000000,2.560000000000000,1848,207,1641,452,6400.000000000000000,2560000.000000000000000,25,
391,1032.500000000000000,126.000000000000000,2.560000000000000,2643,323,2320,453,6400.000000000000000,2560000.000000000000000,25,
392,992.000000000000000,87.000000000000000,2.560000000000000,2540,223,2317,454,6400.000000000000000,2560000.000000000000000,25,
393,823.000000000000000,84.000000000000000,2.560000000000000,2107,215,1892,455,6400.000000000000000,2560000.000000000000000,25,
394,589.500000000000000,17.500000000000000,2.560000000000000,1509,45,1464,456,6400.000000000000000,2560000.000000000000000,25,
395,126.000000000000000,0.000000000000000,2.560000000000000,323,0,323,457,6400.000000000000000,2560000.000000000000000,25,
396,211.000000000000000,31.000000000000000,2.560000000000000,540,79,461,458,6400.000000000000000,2560000.000000000000000,25,
397,176.000000000000000,17.000000000000000,2.560000000000000,451,44,407,459,6400.000000000000000,2560000.000000000000000,25,
398,141.000000000000000,3.000000000000000,2.560000000000000,361,8,353,460,6400.000000000000000,2560000.000000000000000,25,
399,141.000000000000000,3.000000000000000,2.560000000000000,361,8,353,461,6400.000000000000000,2560000.000000000000000,25,
400,902.000000000000000,69.000000000000000,2.560000000000000,2309,177,2132,462,6400.000000000000000,2560000.000000000000000,25,
401,159.000000000000000,3.000000000000000,2.560000000000000,407,8,399,467,6400.000000000000000,2560000.000000000000000,25,
402,159.000000000000000,3.000000000000000,2.560000000000000,407,8,399,468,6400.000000000000000,2560000.000000000000000,25,
403,103.000000000000000,8.000000000000000,2.560000000000000,264,20,244,469,6400.000000000000000,2560000.000000000000000,25,
404,103.000000000000000,8.000000000000000,2.560000000000000,264,20,244,470,6400.000000000000000,2560000.000000000000000,25,
405,378.500000000000000,9.500000000000000,2.560000000000000,969,24,945,471,6400.000000000000000,2560000.000000000000000,25,
406,654.000000000000000,11.000000000000000,2.560000000000000,1674,28,1646,472,6400.000000000000000,2560000.000000000000000,25,
407,625.000000000000000,12.000000000000000,2.560000000000000,1600,31,1569,473,6400.000000000000000,2560000.000000000000000,25,
408,1247.750000000000000,143.750000000000000,2.560000000000000,3194,368,2826,474,6400.000000000000000,2560000.000000000000000,25,
409,899.000000000000000,115.750000000000000,2.560000000000000,2301,296,2005,475,6400.000000000000000,2560000.000000000000000,25,
410,424.000000000000000,54.000000000000000,2.560000000000000,1085,138,947,476,6400.000000000000000,2560000.000000000000000,25,
411,1211.250000000000000,75.750000000000000,2.560000000000000,3101,194,2907,477,6400.000000000000000,2560000.000000000000000,25,
412,882.000000000000000,36.000000000000000,2.560000000000000,2258,92,2166,478,6400.000000000000000,2560000.000000000000000,25,
413,882.000000000000000,8.000000000000000,2.560000000000000,2258,20,2238,479,6400.000000000000000,2560000.000000000000000,25,
414,698.000000000000000,88.000000000000000,2.560000000000000,1787,225,1562,480,6400.000000000000000,2560000.000000000000000,25,
415,1367.500000000000000,208.750000000000000,2.560000000000000,3501,534,2967,481,6400.000000000000000,2560000.000000000000000,25,
416,873.000000000000000,86.000000000000000,2.560000000000000,2235,220,2015,482,6400.000000000000000,2560000.000000000000000,25,
417,1547.000000000000000,106.000000000000000,2.560000000000000,3960,271,3689,483,6400.000000000000000,2560000.000000000000000,25,
418,425.250000000000000,8.250000000000000,2.560000000000000,1089,21,1068,484,6400.000000000000000,2560000.000000000000000,25,
419,204.750000000000000,8.000000000000000,2.560000000000000,524,20,504,485,6400.000000000000000,2560000.000000000000000,25,
420,129.000000000000000,3.000000000000000,2.560000000000000,330,8,322,486,6400.000000000000000,2560000.000000000000000,25,
421,126.000000000000000,0.000000000000000,2.560000000000000,323,0,323,487,6400.000000000000000,2560000.000000000000000,25,
422,125.000000000000000,1.500000000000000,2.560000000000000,320,4,316,488,6400.000000000000000,2560000.000000000000000,25,
423,125.000000000000000,1.500000000000000,2.560000000000000,320,4,316,489,6400.000000000000000,2560000.000000000000000,25,
424,125.000000000000000,1.500000000000000,2.560000000000000,320,4,316,490,6400.000000000000000,2560000.000000000000000,25,
425,705.000000000000000,33.000000000000000,2.560000000000000,1805,84,1721,491,6400.000000000000000,2560000.000000000000000,25,
426,159.000000000000000,3.000000000000000,2.560000000000000,407,8,399,496,6400.000000000000000,2560000.000000000000000,25,
427,159.000000000000000,3.000000000000000,2.560000000000000,407,8,399,497,6400.000000000000000,2560000.000000000000000,25,
428,103.000000000000000,8.000000000000000,2.560000000000000,264,20,244,498,6400.000000000000000,2560000.000000000000000,25,
429,103.000000000000000,8.000000000000000,2.560000000000000,264,20,244,499,6400.000000000000000,2560000.000000000000000,25,
430,263.000000000000000,9.500000000000000,2.560000000000000,673,24,649,500,6400.000000000000000,2560000.000000000000000,25,
431,423.000000000000000,11.000000000000000,2.560000000000000,1083,28,1055,501,6400.000000000000000,2560000.000000000000000,25,
432,452.000000000000000,26.000000000000000,2.560000000000000,1157,67,1090,502,6400.000000000000000,2560000.000000000000000,25,
433,537.500000000000000,21.000000000000000,2.560000000000000,1376,54,1322,503,6400.000000000000000,2560000.000000000000000,25,
434,619.500000000000000,71.500000000000000,2.560000000000000,1586,183,1403,504,6400.000000000000000,2560000.000000000000000,25,
435,762.000000000000000,118.000000000000000,2.560000000000000,1951,302,1649,505,6400.000000000000000,2560000.000000000000000,25,
436,1080.000000000000000,110.000000000000000,2.560000000000000,2765,282,2483,506,6400.000000000000000,2560000.000000000000000,25,
437,812.500000000000000,102.500000000000000,2.560000000000000,2080,262,1818,507,6400.000000000000000,2560000.000000000000000,25,
438,805.000000000000000,187.000000000000000,2.560000000000000,2061,479,1582,508,6400.000000000000000,2560000.000000000000000,25,
439,1529.000000000000000,222.000000000000000,2.560000000000000,3914,568,3346,509,6400.000000000000000,2560000.000000000000000,25,
440,745.000000000000000,109.500000000000000,2.560000000000000,1907,280,1627,510,6400.000000000000000,2560000.000000000000000,25,
441,759.000000000000000,87.500000000000000,2.560000000000000,1943,224,1719,511,6400.000000000000000,2560000.000000000000000,25,
442,1045.000000000000000,175.000000000000000,2.560000000000000,2675,448,2227,512,6400.000000000000000,2560000.000000000000000,25,
443,132.000000000000000,6.000000000000000,2.560000000000000,338,15,323,513,6400.000000000000000,2560000.000000000000000,25,
444,132.000000000000000,6.000000000000000,2.560000000000000,338,15,323,514,6400.000000000000000,2560000.000000000000000,25,
445,132.000000000000000,6.000000000000000,2.560000000000000,338,15,323,515,6400.000000000000000,2560000.000000000000000,25,
446,126.000000000000000,0.000000000000000,2.560000000000000,323,0,323,516,6400.000000000000000,2560000.000000000000000,25,
447,109.000000000000000,0.000000000000000,2.560000000000000,279,0,279,517,6400.000000000000000,2560000.000000000000000,25,
448,109.000000000000000,0.000000000000000,2.560000000000000,279,0,279,518,6400.000000000000000,2560000.000000000000000,25,
449,136.000000000000000,0.000000000000000,2.560000000000000,348,0,348,519,6400.000000000000000,2560000.000000000000000,25,
450,517.500000000000000,17.000000000000000,2.560000000000000,1325,44,1281,520,6400.000000000000000,2560000.000000000000000,25,
451,54.000000000000000,0.000000000000000,2.560000000000000,138,0,138,525,6400.000000000000000,2560000.000000000000000,25,
452,54.000000000000000,0.000000000000000,2.560000000000000,138,0,138,526,6400.000000000000000,2560000.000000000000000,25,
453,655.000000000000000,29.000000000000000,2.560000000000000,1677,74,1603,527,6400.000000000000000,2560000.000000000000000,25,
454,477.500000000000000,16.500000000000000,2.560000000000000,1222,42,1180,528,6400.000000000000000,2560000.000000000000000,25,
455,445.000000000000000,9.000000000000000,2.560000000000000,1139,23,1116,529,6400.000000000000000,2560000.000000000000000,25,
456,604.000000000000000,4.000000000000000,2.560000000000000,1546,10,1536,530,6400.000000000000000,2560000.000000000000000,25,
457,317.000000000000000,4.000000000000000,2.560000000000000,812,10,802,531,6400.000000000000000,2560000.000000000000000,25,
458,861.500000000000000,147.500000000000000,2.560000000000000,2205,378,1827,532,6400.000000000000000,2560000.000000000000000,25,
459,1040.666666666666742,217.000000000000000,2.560000000000000,2664,556,2108,533,6400.000000000000000,2560000.000000000000000,25,
460,858.000000000000000,180.000000000000000,2.560000000000000,2196,461,1735,534,6400.000000000000000,2560000.000000000000000,25,
461,817.500000000000000,50.000000000000000,2.560000000000000,2093,128,1965,535,6400.000000000000000,2560000.000000000000000,25,
462,1371.000000000000000,126.500000000000000,2.560000000000000,3510,324,3186,536,6400.000000000000000,2560000.000000000000000,25,
463,918.000000000000000,55.000000000000000,2.560000000000000,2350,141,2209,537,6400.000000000000000,2560000.000000000000000,25,
464,1594.250000000000000,340.250000000000000,2.560000000000000,4081,871,3210,538,6400.000000000000000,2560000.000000000000000,25,
465,699.000000000000000,55.000000000000000,2.560000000000000,1789,141,1648,539,6400.000000000000000,2560000.000000000000000,25,
466,766.000000000000000,53.000000000000000,2.560000000000000,1961,136,1825,540,6400.000000000000000,2560000.000000000000000,25,
467,723.000000000000000,25.000000000000000,2.560000000000000,1851,64,1787,541,6400.000000000000000,2560000.000000000000000,25,
468,457.250000000000000,15.250000000000000,2.560000000000000,1171,39,1132,542,6400.000000000000000,2560000.000000000000000,25,
469,168.000000000000000,5.000000000000000,2.560000000000000,430,13,417,543,6400.000000000000000,2560000.000000000000000,25,
470,132.000000000000000,6.000000000000000,2.560000000000000,338,15,323,544,6400.000000000000000,2560000.000000000000000,25,
471,166.500000000000000,3.500000000000000,2.560000000000000,426,9,417,545,6400.000000000000000,2560000.000000000000000,25,
472,122.500000000000000,0.000000000000000,2.560000000000000,314,0,314,546,6400.000000000000000,2560000.000000000000000,25,
473,129.250000000000000,0.000000000000000,2.560000000000000,331,0,331,547,6400.000000000000000,2560000.000000000000000,25,
474,136.000000000000000,0.000000000000000,2.560000000000000,348,0,348,548,6400.000000000000000,2560000.000000000000000,25,
475,476.000000000000000,8.500000000000000,2.560000000000000,1219,22,1197,549,6400.000000000000000,2560000.000000000000000,25,
476,54.000000000000000,0.000000000000000,2.560000000000000,138,0,138,554,6400.000000000000000,2560000.000000000000000,25,
477,469.000000000000000,22.000000000000000,2.560000000000000,1201,56,1145,555,6400.000000000000000,2560000.000000000000000,25,
478,529.500000000000000,25.500000000000000,2.560000000000000,1356,65,1291,556,6400.000000000000000,2560000.000000000000000,25,
479,756.500000000000000,31.000000000000000,2.560000000000000,1937,79,1858,557,6400.000000000000000,2560000.000000000000000,25,
480,787.000000000000000,30.500000000000000,2.560000000000000,2015,78,1937,558,6400.000000000000000,2560000.000000000000000,25,
481,687.000000000000000,36.000000000000000,2.560000000000000,1759,92,1667,559,6400.000000000000000,2560000.000000000000000,25,
482,466.000000000000000,4.000000000000000,2.560000000000000,1193,10,1183,560,6400.000000000000000,2560000.000000000000000,25,
483,888.000000000000000,8.500000000000000,2.560000000000000,2273,22,2251,561,6400.000000000000000,2560000.000000000000000,25,
